;NAME;CORES;CPUMARK;THREAD;TDP;SOCKET;CAT
;AMD C-70 APU;2;315;364;9;Unknown;Laptop, Mobile/Embedded
;AMD Custom APU 0932;4;9446;2227;15;Unknown;Mobile/Embedded
;AMD E-240;1;195;403;18;FT1;Laptop
;AMD E-300 APU;2;339;395;18;FT1;Laptop
;AMD E-350;2;427;488;18;FT1;Desktop, Laptop
;AMD E-350 APU;2;423;490;18;FT1 BGA;Desktop, Laptop
;AMD E-350D APU;2;486;523;18;Unknown;Laptop, Mobile/Embedded
;AMD E-450 APU;2;436;497;18;FT1;Laptop
;AMD E1 Micro-6200T APU;2;600;498;3.95;FT3b;Laptop
;AMD E1-1200 APU;2;380;431;18;FT1;Laptop
;AMD E1-1500 APU;2;387;453;18;FT1;Laptop
;AMD E1-2100 APU;2;411;324;9;FT3;Laptop
;AMD E1-2200 APU;2;474;368;9;FT3;Laptop
;AMD E1-2500 APU;2;591;450;15;FT3;Laptop
;AMD E1-6010 APU;2;538;427;10;FT3b;Laptop
;AMD E1-6015 APU;2;581;451;NA;BGA769 (FT3b);Laptop
;AMD E1-6050J APU;2;1385;787;10;Unknown;Unknown
;AMD E1-7010 APU;2;607;486;10;BGA769 (FT3b);Laptop
;AMD E2-1800 APU;2;446;524;18;FT1;Desktop
;AMD E2-2000 APU;2;496;538;18;BGA413,FT1;Laptop
;AMD E2-3000 APU;2;743;532;15;FT3;Laptop
;AMD E2-3000M APU;2;668;731;35;FS1;Laptop
;AMD E2-3200 APU;2;968;971;65;FM1;Desktop
;AMD E2-3800 APU;4;1160;437;15;FT3;Laptop
;AMD E2-6110 APU;4;1224;487;15;AM1,FT3b;Laptop
;AMD E2-7015;2;611;480;NA;Unknown;Laptop
;AMD E2-7015 APU;2;653;505;NA;Unknown;Laptop
;AMD E2-7110 APU;4;1507;610;15;FP4 BGA;Laptop
;AMD E2-9000;2;950;814;10;Unknown;Laptop
;AMD E2-9000e;2;887;746;6;Unknown;Laptop
;AMD E2-9010;2;1073;906;15;FP4;Laptop
;AMD E2-9030;2;983;860;NA;BGA (FT4);Desktop
;AMD Embedded G-Series GX-215JJ Radeon R2E;2;1097;883;10;FP4;Laptop, Mobile/Embedded
;AMD Embedded G-Series GX-224IJ Radeon R4E;2;1271;1119;15;FP4;Laptop, Mobile/Embedded
;AMD Embedded G-Series GX-420GI Radeon R7E;4;1600;843;16.1;FP4;Laptop, Mobile/Embedded
;AMD Embedded R-Series RX-216GD;2;1628;1313;15;BGA (FP4);Laptop, Mobile/Embedded
;AMD Embedded R-Series RX-418GD Radeon R6;4;3426;1467;35;FP4;Laptop, Mobile/Embedded
;AMD Embedded R-Series RX-421BD;4;3302;1477;35;BGA (FP4);Laptop, Mobile/Embedded
;AMD Embedded R-Series RX-421ND;4;3024;1337;35;FP4;Mobile/Embedded
;AMD EPYC 3101 4-Core;4;6050;1787;NA;Unknown;Server
;AMD EPYC 3151;4;8306;1873;45;SP4r2;Server
;AMD EPYC 3201;8;8672;1564;30;SP4r2;Server
;AMD EPYC 3251;8;13757;1827;50;SP4r2;Server
;AMD EPYC 3451;16;19532;1700;NA;Unknown;Server
;AMD EPYC 4124P;4;18637;3901;65;AM5;Server
;AMD EPYC 4244P;6;27154;3850;65;AM5;Server
;AMD EPYC 4245P;6;31255;4598;65;AM5;Server
;AMD EPYC 4344P;8;33831;3638;65;AM5;Server
;AMD EPYC 4345P;8;37671;4672;65;AM5;Server
;AMD EPYC 4364P;8;34811;3661;105;AM5;Server
;AMD EPYC 4464P;12;47460;4169;NA;AM5;Server
;AMD EPYC 4484PX;12;51115;4251;120;AM5;Server
;AMD EPYC 4564P;16;65948;4390;170;AM5;Server
;AMD EPYC 4565P;16;63649;4726;170;AM5;Server
;AMD EPYC 4584PX;16;60410;3913;120;AM5;Server
;AMD EPYC 7232P;8;17731;1767;120;SP3;Server
;AMD EPYC 7251;8;14935;1671;120;SP3;Server
;AMD EPYC 7252;8;19411;2020;120;SP3;Server
;AMD EPYC 7261;8;11149;1005;155;SP3;Server
;AMD EPYC 7262;8;20779;2041;155;SP3;Server
;AMD EPYC 7272;12;25161;1886;120;SP3;Server
;AMD EPYC 7281;16;21621;1626;155;SP3;Server
;AMD EPYC 7282;16;30137;1945;120;SP3;Server
;AMD EPYC 72F3;8;27252;3070;180;SP3;Server
;AMD EPYC 7301;16;14991;1363;155;SP3;Server
;AMD EPYC 7302;16;33106;2019;155;SP3;Server
;AMD EPYC 7302P;16;32690;1893;155;SP3;Server
;AMD EPYC 7303;16;28572;1460;130;SP3;Server
;AMD EPYC 7313;16;38644;2402;155;SP3;Server
;AMD EPYC 7313P;16;41637;2683;155;SP3;Server
;AMD EPYC 7343;16;43644;2740;190;SP3;Server
;AMD EPYC 7351;16;23226;1803;155;SP3;Server
;AMD EPYC 7351P;16;26042;1789;155;SP3;Server
;AMD EPYC 7352;24;40370;1979;155;SP3;Server
;AMD EPYC 7371;16;30782;2363;NA;SP3;Server
;AMD EPYC 73F3;16;46103;2883;240;SP3;Server
;AMD EPYC 7401P;24;27836;1680;155;SP3;Server
;AMD EPYC 7402;24;46012;2129;180;SP3;Server
;AMD EPYC 7402P;24;43684;2014;180;SP3;Server
;AMD EPYC 7413;24;50641;2400;180;SP3;Server
;AMD EPYC 7443;24;56686;2923;200;SP3;Server
;AMD EPYC 7443P;24;56981;2907;200;SP3;Server
;AMD EPYC 7451;24;24059;1943;180;SP3;Server
;AMD EPYC 7452;32;45707;2015;155;SP3;Server
;AMD EPYC 7453;28;48453;2533;225;SP3;Server
;AMD EPYC 7473X;24;59280;2751;240;SP3;Server
;AMD EPYC 74F3;24;60666;2942;240;SP3;Server
;AMD EPYC 7501;32;24925;1925;155;SP3;Server
;AMD EPYC 7502;32;51695;2053;180;SP3;Server
;AMD EPYC 7502P;32;51054;2023;180;SP3;Server
;AMD EPYC 7513;32;59331;2479;200;SP3;Server
;AMD EPYC 7532;32;52232;2047;200;SP3;Server
;AMD EPYC 7542;32;45814;2071;225;SP3;Server
;AMD EPYC 7543;32;61788;2398;240;SP3;Server
;AMD EPYC 7543P;32;66687;2741;225;SP3;Server
;AMD EPYC 7551;32;25606;1688;180;SP3;Server
;AMD EPYC 7551P;32;38198;1772;180;SP3;Server
;AMD EPYC 7552;48;57414;1913;200;SP3;Server
;AMD EPYC 7571;32;27445;1934;120;SP3;Server
;AMD EPYC 7573X;32;69432;2674;280;SP3;Server
;AMD EPYC 75F3;32;64505;2414;280;SP3;Server
;AMD EPYC 7601;32;33255;1887;180;SP3;Server
;AMD EPYC 7642;48;58795;2052;225;SP3;Server
;AMD EPYC 7643;48;76050;2691;225;SP3;Server
;AMD EPYC 7643P;48;77307;2655;225;SP3;Server
;AMD EPYC 7662;64;72298;2102;225;SP3;Server
;AMD EPYC 7663;56;82087;2606;240;SP3;Server
;AMD EPYC 7702;64;68870;2063;200;SP3;Server
;AMD EPYC 7702P;64;61539;2079;200;SP3;Server
;AMD EPYC 7713;64;82825;2641;225;SP3;Server
;AMD EPYC 7713P;64;81351;2614;225;SP3;Server
;AMD EPYC 7742;64;69140;2108;225;SP3;Server
;AMD EPYC 7763;64;84591;2518;280;SP3;Server
;AMD EPYC 7773X;64;91340;2561;280;SP3;Server
;AMD EPYC 7B12;64;66044;1927;240;SP3;Server
;AMD EPYC 7B13;60;77460;2564;NA;Unknown;Server
;AMD EPYC 7C13;64;76367;2613;NA;Unknown;Server
;AMD EPYC 7D12;32;42900;1899;85;Unknown;Server
;AMD EPYC 7F32;8;23198;2370;180;SP3;Server
;AMD EPYC 7F52;16;41322;2507;240;SP3;Server
;AMD EPYC 7F72;24;52740;2384;240;SP3;Server
;AMD EPYC 7H12;64;69633;1774;280;SP3;Server
;AMD EPYC 7J13;64;84786;2450;NA;Unknown;Server
;AMD EPYC 7K62;48;59764;2076;NA;SP3;Server
;AMD EPYC 7R12;48;48934;2079;200;SP3;Server
;AMD EPYC 7R13 64-Core;48;82158;2752;NA;Unknown;Server
;AMD EPYC 7R32;48;63239;1925;NA;Unknown;Server
;AMD EPYC 7R43;64;83535;2551;280;SP3;Server
;AMD EPYC 7T83;64;81757;2462;280;SP3;Server
;AMD EPYC 7V12;64;70622;2054;240;SP3;Server
;AMD EPYC 7V13;64;82878;2729;240;SP3;Server
;AMD EPYC 8024P;8;20556;2371;90;SP6;Server
;AMD EPYC 8124P;16;36338;2338;125;SP6;Server
;AMD EPYC 8224P;24;45180;2337;160;SP6;Server
;AMD EPYC 8324P;32;57127;2367;180;SP6;Server
;AMD EPYC 8324PN 32-Core;8;8375;1232;130;Unknown;Desktop
;AMD EPYC 8434P;48;66490;2448;200;SP6;Server
;AMD EPYC 8534P;64;71900;2441;200;SP6;Server
;AMD EPYC 9115;16;49455;3360;125;SP5;Server
;AMD EPYC 9124;16;43681;2690;200;SP5;Server
;AMD EPYC 9135;16;57380;3675;200;SP5;Server
;AMD EPYC 9174F;16;54243;3244;320;SP5;Server
;AMD EPYC 9175F;16;65792;4271;320;SP5;Server
;AMD EPYC 9184X;16;47665;2822;320;SP5;Server
;AMD EPYC 9224;24;45223;2266;200;Unknown;Server
;AMD EPYC 9254;24;64086;2991;200;SP5;Server
;AMD EPYC 9274F;24;73982;3373;NA;SP5;Server
;AMD EPYC 9275F;24;83835;3743;320;SP5;Server
;AMD EPYC 9334;32;64616;2396;NA;SP5;Server
;AMD EPYC 9354;32;72615;2601;280;SP5;Server
;AMD EPYC 9354P;32;75106;2785;280;SP5;Server
;AMD EPYC 9355P;32;97292;3741;280;SP5;Server
;AMD EPYC 9374F;32;82009;3135;320;SP5;Server
;AMD EPYC 9375F;32;95768;3762;320;SP5;Server
;AMD EPYC 9384X;32;69665;3015;320;SP5;Server
;AMD EPYC 9454;48;86324;2754;290;SP5;Server
;AMD EPYC 9454P;48;95858;2993;290;SP5;Server
;AMD EPYC 9455P;48;116642;3750;300;SP5;Server
;AMD EPYC 9474F;48;105010;3192;360;SP5;Server
;AMD EPYC 9534;64;89077;2786;280;SP5;Server
;AMD EPYC 9554;64;108612;2868;360;SP5;Server
;AMD EPYC 9554P;64;106756;2799;360;SP5;Server
;AMD EPYC 9555P;64;135513;3726;360;SP5;Server
;AMD EPYC 9575F;64;150439;4242;400;SP5;Server
;AMD EPYC 9634;84;107944;2924;290;SP5;Server
;AMD EPYC 9654;96;119640;2899;360;SP5;Server
;AMD EPYC 9654P;96;116324;2731;360;SP5;Server
;AMD EPYC 9655;96;156085;3845;400;SP5;Server
;AMD EPYC 9655P;96;160417;3848;400;SP5;Server
;AMD EPYC 9684X;96;121595;2891;400;SP5;Server
;AMD EPYC 9745;128;130698;2806;400;SP5;Server
;AMD EPYC 9754;128;98868;2350;360;SP5;Server
;AMD EPYC 9755;128;37319;821;500;SP5;Server
;AMD EPYC 9845;160;152985;3144;390;SP5;Server
;AMD EPYC 9965;192;160778;3210;500;SP5;Server
;AMD EPYC 9B45;32;158790;3540;390;SP5;Server
;AMD EPYC 9J14;96;124637;2903;NA;SP5;Server
;AMD EPYC 9R14;96;116475;2920;NA;Unknown;Server
;AMD EPYC 9V74;80;117606;2888;400;SP5;Server
;AMD EPYC Embedded 7292P;16;30542;2091;NA;Unknown;Server
;AMD FirePro A320 APU;4;2153;1193;100;FM2;Desktop
;AMD FX-4100 Quad-Core;2;2623;1288;95;AM3+;Desktop
;AMD FX-4130 Quad-Core;2;2713;1348;125;AM3+;Desktop
;AMD FX-4150 Quad-Core;4;3327;1465;125;AM3+;Desktop
;AMD FX-4170 Quad-Core;2;3059;1485;125;AM3+;Desktop
;AMD FX-4200 Quad-Core;4;3119;1313;125;AM3+;Desktop
;AMD FX-4300 Quad-Core;2;2990;1478;95;AM3+;Desktop
;AMD FX-4320;2;3150;1564;95;AM3+;Desktop
;AMD FX-4330;2;3146;1563;95;AM3+;Desktop
;AMD FX-4350 Quad-Core;2;3176;1552;125;AM3+;Desktop
;AMD FX-6100 Six-Core;3;3699;1319;95;AM3+;Desktop
;AMD FX-6120 Six-Core;3;3909;1413;95;AM3+;Desktop
;AMD FX-6130 Six-Core;3;4353;1390;125;AM3+;Desktop
;AMD FX-6200 Six-Core;3;4093;1405;125;AM3+;Desktop
;AMD FX-6300 Six-Core;3;4220;1486;95;AM3+;Desktop
;AMD FX-6330 Six-Core;3;4433;1531;95;AM3+;Desktop
;AMD FX-6350 Six-Core;3;4625;1575;125;AM3+;Desktop
;AMD FX-670K Quad-Core;2;2980;1578;65;FM2;Desktop
;AMD FX-7500 APU;4;1929;958;19;FP3;Laptop
;AMD FX-7600P;4;2557;1238;35;FP3;Laptop
;AMD FX-7600P APU;4;2856;1436;35;FP3;Laptop
;AMD FX-770K Quad-Core;2;3113;1465;65;FM2+;Desktop
;AMD FX-8100 Eight-Core;4;4095;1170;95;AM3+;Desktop
;AMD FX-8120 Eight-Core;4;4635;1332;125;AM3+;Desktop
;AMD FX-8140 Eight-Core;4;4860;1273;95;AM3+;Desktop
;AMD FX-8150 Eight-Core;4;5302;1435;125;AM3+;Desktop
;AMD FX-8300 Eight-Core;4;5338;1488;95;AM3+;Desktop
;AMD FX-8310 Eight-Core;4;5045;1408;95;AM3+;Desktop
;AMD FX-8320 Eight-Core;4;5455;1466;125;AM3+;Desktop
;AMD FX-8320E Eight-Core;4;5121;1435;95;AM3+;Desktop
;AMD FX-8350 Eight-Core;4;6085;1582;125;AM3+;Desktop
;AMD FX-8370 Eight-Core;4;6155;1620;125;AM3+;Desktop
;AMD FX-8370E Eight-Core;4;5332;1477;95;AM3+;Desktop
;AMD FX-870K Quad Core;2;3227;1470;NA;Unknown;Unknown
;AMD FX-8800P;2;2832;1356;35;FP4;Laptop
;AMD FX-9370 Eight-Core;4;6336;1697;220;AM3+;Desktop
;AMD FX-9590 Eight-Core;4;6794;1811;220;AM3+;Desktop
;AMD FX-9800P;4;2495;1172;15;Unknown;Laptop
;AMD FX-9830P;4;3301;1556;35;FP4;Laptop
;AMD FX-B4150 Quad-Core;2;3369;1425;95;AM3+;Desktop
;AMD G-T40E;2;289;313;6.4;FT1;Laptop
;AMD G-T40N;2;299;323;9;FT1;Laptop
;AMD G-T40R;1;120;327;5.5;FT1;Laptop
;AMD G-T44R;1;120;302;9;FT1;Laptop
;AMD G-T48E;2;432;457;18;FT1;Laptop
;AMD G-T52R;1;177;381;18;FT1;Laptop
;AMD G-T56E;2;442;522;18;FT1;Laptop
;AMD G-T56N;2;484;528;18;FT1;Laptop
;AMD Geode NX 2400+;1;400;634;NA;Unknown;Unknown
;AMD GX-210JA SOC;2;248;231;6;FT3 (769-BGA);Laptop
;AMD GX-212JC SOC;2;645;454;6;FT3b;Laptop
;AMD GX-217GA SOC;2;794;564;15;FT3 (769-BGA);Laptop
;AMD GX-218GL SOC;2;754;627;15;BGA769 (FT3b);Laptop
;AMD GX-222GC SOC;2;1044;783;15;BGA769 (FT3b);Laptop, Mobile/Embedded
;AMD GX-412HC;4;1095;414;7;FT3b;Laptop
;AMD GX-412TC SOC;4;650;250;6;FT3b;Mobile/Embedded
;AMD GX-415GA SOC;4;1405;513;15;FT3 (769-BGA);Laptop
;AMD GX-416RA SOC;4;1604;561;NA;FT3;Mobile/Embedded
;AMD GX-420CA SOC;4;1785;677;25;FT3 (769-BGA);Laptop
;AMD GX-420MC SOC;4;1796;695;17.5;FTB3b;Laptop
;AMD GX-424CC SOC;4;1819;803;25;FT3b;Laptop
;AMD Opteron 1212;2;593;729;103;AM2;Server
;AMD Opteron 1212 HE;2;771;731;65;AM2;Server
;AMD Opteron 1214;2;763;831;103;AM2;Server
;AMD Opteron 1214 HE;2;806;811;65;AM2;Server
;AMD Opteron 1216;2;781;810;103;AM2;Server
;AMD Opteron 1216 HE;2;727;847;65;AM2;Server
;AMD Opteron 1218;2;910;962;103;AM2;Server
;AMD Opteron 1218 HE;2;979;940;65;AM2;Server
;AMD Opteron 1220;2;1036;1077;103;AM2;Server
;AMD Opteron 1222;2;1089;1128;103;AM2;Server
;AMD Opteron 1352;4;1547;857;75;AM2;Server
;AMD Opteron 1354;4;1635;870;75;AM2;Server
;AMD Opteron 1356;4;1703;918;75;AM2;Server
;AMD Opteron 1381;4;1797;1011;75;AM3;Server
;AMD Opteron 1385;4;2089;1069;115;AM2+,AM3;Server
;AMD Opteron 1389;4;2079;1102;75;AM2;Server
;AMD Opteron 144;1;316;376;67;939;Server
;AMD Opteron 146;1;346;400;67;939;Server
;AMD Opteron 148;1;392;443;85.3;939;Server
;AMD Opteron 150;1;393;471;85.3;939;Server
;AMD Opteron 152;1;428;487;104;939;Server
;AMD Opteron 154;1;457;534;104;939;Server
;AMD Opteron 165;2;531;638;110;939;Server
;AMD Opteron 170;2;648;715;110;939;Server
;AMD Opteron 175;2;682;773;110;939;Server
;AMD Opteron 180;2;746;874;110;939;Server
;AMD Opteron 185;2;695;884;110;939;Server
;AMD Opteron 2218;2;1036;491;95;F (1207);Server
;AMD Opteron 2220;2;1106;553;95;F (1207);Server
;AMD Opteron 2220 SE;2;909;519;119;F (1207);Server
;AMD Opteron 2222;2;1198;618;95;F (1207);Server
;AMD Opteron 2354;4;1509;857;115;F (1207);Server
;AMD Opteron 2356;4;1829;905;75;F (1207);Server
;AMD Opteron 2373 EE;4;1744;876;60;F (1207);Server
;AMD Opteron 2378;4;1864;936;75;F (1207);Server
;AMD Opteron 2384;4;2074;1074;75;F (1207);Server
;AMD Opteron 2393 SE;2;1317;1237;105;F (1207);Server
;AMD Opteron 2419 EE;6;1902;396;60;F (1207);Server
;AMD Opteron 2427;6;1995;386;75;F (1207);Server
;AMD Opteron 2431;6;2894;772;75;F (1207);Server
;AMD Opteron 2435;6;3061;593;75;F (1207);Server
;AMD Opteron 254;1;451;578;68;940;Server
;AMD Opteron 270;2;736;587;95;940;Server
;AMD Opteron 275;2;839;445;95;940;Server
;AMD Opteron 280;2;765;430;95;940;Server
;AMD Opteron 285;2;956;509;95;940;Server
;AMD Opteron 290;2;952;570;95;940;Server
;AMD Opteron 3250 HE;2;2061;1003;45;AM3+;Server
;AMD Opteron 3260 HE;2;2283;900;45;AM3+;Server
;AMD Opteron 3280;8;3783;1062;65;AM3+;Server
;AMD Opteron 3320 EE;2;1918;838;25;AM3+;Server
;AMD Opteron 3350 HE;4;2699;1263;45;Unknown;Server
;AMD Opteron 3365;4;4083;1133;65;AM3+;Server
;AMD Opteron 3380;8;4358;1165;65;Unknown;Server
;AMD Opteron 4130;4;2342;1116;95;F (1207);Server
;AMD Opteron 4162 EE;6;2058;382;35;F (1207);Server
;AMD Opteron 4170 HE;6;2382;476;65;C32;Server
;AMD Opteron 4174 HE;6;2986;1035;65;C32;Server
;AMD Opteron 4184;6;2872;630;95;C32;Server
;AMD Opteron 4226;3;3400;1157;95;Socket C32;Server
;AMD Opteron 4274 HE;4;5776;1060;65;C32;Server
;AMD Opteron 4280;4;4504;1141;95;Socket C32;Server
;AMD Opteron 4284;4;4665;1181;95;Socket C32;Server
;AMD Opteron 4332 HE;6;3911;1362;65;Socket C32;Server
;AMD Opteron 4334;3;3949;1269;95;Socket C32;Server
;AMD Opteron 4365 EE;4;3582;957;40;Socket C32;Server
;AMD Opteron 4376 HE;4;4318;1075;65;Socket C32;Server
;AMD Opteron 4386;4;3273;777;95;C32;Server
;AMD Opteron 6128;8;2826;447;115;G34;Server
;AMD Opteron 6128 HE;8;2932;823;85;Socket G34;Server
;AMD Opteron 6136;8;3381;549;115;Socket G34;Server
;AMD Opteron 6164 HE;12;3478;399;85;Socket G34;Server
;AMD Opteron 6172;12;2615;564;115;G34;Server
;AMD Opteron 6174;12;3697;488;115;Socket G34;Server
;AMD Opteron 6176 SE;12;3564;507;140;G34;Server
;AMD Opteron 6212;4;3973;962;115;Socket G34;Server
;AMD Opteron 6220;4;4753;1203;115;Socket G34;Server
;AMD Opteron 6234;6;4072;547;115;G34;Server
;AMD Opteron 6238;6;5625;1157;115;Socket G34;Server
;AMD Opteron 6272;8;5240;753;115;G34;Server
;AMD Opteron 6274;8;5643;871;115;G34;Server
;AMD Opteron 6276;8;6348;1033;115;Socket G34;Server
;AMD Opteron 6281;8;7279;1129;NA;Socket G34;Server
;AMD Opteron 6282 SE;16;6385;953;140;Unknown;Server
;AMD Opteron 6287 SE;16;6925;1091;NA;G34;Server
;AMD Opteron 6328;4;5306;1419;115;G34;Server
;AMD Opteron 6344;6;6069;1231;115;Unknown;Server
;AMD Opteron 6348;6;7850;1333;115;Unknown;Server
;AMD Opteron 6366 HE;8;5613;1003;85;Unknown;Server
;AMD Opteron 6376;8;5572;1165;115;Socket G34;Server
;AMD Opteron 6378;8;5889;1127;115;G34;Server
;AMD Opteron 6380;8;6687;1092;115;G34;Server
;AMD Opteron 6386 SE;16;8291;1305;140;Socket G34;Server
;AMD Opteron 8439 SE;6;2479;590;105;F (1207);Server
;AMD Opteron X2170 APU;4;1911;832;25;FT3;Server
;AMD Opteron X3216 APU;2;1512;1288;15;Unknown;Server
;AMD Opteron X3418 APU;4;3043;1427;25;Unknown;Server
;AMD Opteron X3421 APU;4;3299;1481;35;Unknown;Server
;AMD Phenom 8250 Triple-Core;3;1114;752;65;Unknown;Desktop
;AMD Phenom 8250e Triple-Core;3;1084;729;65;940;Desktop
;AMD Phenom 8400 Triple-Core;3;1164;819;95;AM2+;Desktop
;AMD Phenom 8450 Triple-Core;3;1221;836;95;AM2+;Desktop
;AMD Phenom 8450e Triple-Core;3;1206;824;65;AM2+;Desktop
;AMD Phenom 8600 Triple-Core;3;1267;921;95;AM2+;Desktop
;AMD Phenom 8600B Triple-Core;3;1464;969;95;AM2+;Desktop
;AMD Phenom 8650 Triple-Core;3;1218;865;95;AM2+;Desktop
;AMD Phenom 8750 Triple-Core;3;1445;976;95;AM2+;Desktop
;AMD Phenom 8750B Triple-Core;3;1188;901;95;AM2+;Desktop
;AMD Phenom 8850 Triple-Core;3;1142;982;95;AM2+;Desktop
;AMD Phenom 8850B Triple-Core;3;1281;972;95;Unknown;Desktop
;AMD Phenom 9100e Quad-Core;4;1353;727;65;AM2+;Desktop
;AMD Phenom 9150e Quad-Core;4;1427;722;65;AM2+;Desktop
;AMD Phenom 9350e Quad-Core;4;1659;822;65;AM2+;Desktop
;AMD Phenom 9450e Quad-Core;4;1455;841;65;AM2+;Desktop
;AMD Phenom 9500 Quad-Core;4;1564;864;95;AM2+;Desktop
;AMD Phenom 9550 Quad-Core;4;1664;862;95;AM2+;Desktop
;AMD Phenom 9600 Quad-Core;4;1607;892;95;AM2+;Desktop
;AMD Phenom 9600B Quad-Core;4;1842;937;95;AM2+;Desktop
;AMD Phenom 9650 Quad-Core;4;1749;912;95;AM2+;Desktop
;AMD Phenom 9750 Quad-Core;4;1843;949;125;AM2+;Desktop
;AMD Phenom 9750B Quad-Core;4;1520;913;95;AM2+;Desktop
;AMD Phenom 9850 Quad-Core;4;1712;938;125;AM2+;Desktop
;AMD Phenom 9850B Quad-Core;4;1946;992;95;Unknown;Desktop
;AMD Phenom 9950 Quad-Core;4;1884;1027;125;AM2+;Desktop
;AMD Phenom FX-5000 Quad-Core;4;1599;826;65;AM2+;Desktop
;AMD Phenom FX-5200 Quad-Core;4;1699;919;65;AM3;Desktop
;AMD Phenom II N620 Dual-Core;2;992;1092;35;S1;Laptop
;AMD Phenom II N640 Dual-Core;2;1135;1121;35;S1;Laptop
;AMD Phenom II N660 Dual-Core;2;1083;1093;35;S1;Laptop
;AMD Phenom II N830 3+1;4;1768;935;35;S1;Laptop
;AMD Phenom II N830 Triple-Core;3;1241;828;35;S1;Laptop
;AMD Phenom II N850 Triple-Core;3;1318;898;35;S1;Laptop
;AMD Phenom II N870 Triple-Core;3;1324;900;35;S1;Laptop
;AMD Phenom II N930 Quad-Core;4;1584;817;35;S1;Laptop
;AMD Phenom II N950 Quad-Core;4;1587;859;35;S1;Laptop
;AMD Phenom II N970 Quad-Core;4;1711;911;35;S1;Laptop
;AMD Phenom II P650 Dual-Core;2;933;985;35;S1;Laptop
;AMD Phenom II P820 Triple-Core;3;1068;717;25;S1;Laptop
;AMD Phenom II P840 Triple-Core;3;1079;760;35;S1;Laptop
;AMD Phenom II P860 Triple-Core;3;1250;831;35;S1;Laptop
;AMD Phenom II P920 Quad-Core;4;1006;597;25;S1;Laptop
;AMD Phenom II P940 Quad-Core;4;1319;679;35;S1;Laptop
;AMD Phenom II P960 Quad-Core;4;1417;736;35;S1;Laptop
;AMD Phenom II X2 511;2;1265;1295;65;AM2+/AM3;Desktop
;AMD Phenom II X2 521;2;1374;1409;65;AM2+/AM3;Desktop
;AMD Phenom II X2 545;2;1222;1183;80;AM2+/AM3;Desktop
;AMD Phenom II X2 550;2;1140;1205;80;AM2+/AM3;Desktop
;AMD Phenom II X2 555;2;1308;1304;80;AM2+/AM3;Desktop
;AMD Phenom II X2 560;2;1381;1365;80;AM2+/AM3;Desktop
;AMD Phenom II X2 565;2;1442;1376;80;AM2+/AM3;Desktop
;AMD Phenom II X2 570;2;1437;1409;80;AM3;Desktop
;AMD Phenom II X2 B53;2;1137;1161;80;AM3;Desktop
;AMD Phenom II X2 B55;2;1204;1205;80;AM3;Desktop
;AMD Phenom II X2 B57;2;1260;1273;80;Unknown;Desktop
;AMD Phenom II X2 B59;2;1396;1368;80;AM2+/AM3;Desktop
;AMD Phenom II X3 700e;3;1451;961;65;AM3;Desktop
;AMD Phenom II X3 705e;3;1222;962;65;AM3;Desktop
;AMD Phenom II X3 710;3;1585;1069;95;AM3;Desktop
;AMD Phenom II X3 720;3;1600;1108;95;AM3;Desktop
;AMD Phenom II X3 740;3;1424;982;95;Unknown;Desktop
;AMD Phenom II X3 B73;3;1671;1100;95;AM3;Desktop
;AMD Phenom II X3 B75;3;1764;1235;95;AM3;Desktop
;AMD Phenom II X3 B77;3;1844;1310;95;AM2+/AM3;Desktop
;AMD Phenom II X4 805;4;2001;1022;95;AM3;Desktop
;AMD Phenom II X4 810;4;2008;1038;95;AM3;Desktop
;AMD Phenom II X4 820;4;2095;1123;95;AM3;Desktop
;AMD Phenom II X4 830;4;2072;1083;95;AM2+/AM3;Desktop
;AMD Phenom II X4 840;4;2435;1299;95;AM2+/AM3;Desktop
;AMD Phenom II X4 840T;4;2360;1272;95;AM2+/AM3;Desktop
;AMD Phenom II X4 850;4;2455;1251;95;AM2+/AM3;Desktop
;AMD Phenom II X4 900e;4;1727;966;65;AM3;Desktop
;AMD Phenom II X4 905e;4;2014;1034;65;AM3;Desktop
;AMD Phenom II X4 910;4;1776;988;95;AM3;Desktop
;AMD Phenom II X4 910e;4;2116;1073;65;AM3;Desktop
;AMD Phenom II X4 920;4;2181;1133;125;AM2+;Desktop
;AMD Phenom II X4 925;4;2277;1150;95;AM3;Desktop
;AMD Phenom II X4 940;4;2351;1212;125;AM2+;Desktop
;AMD Phenom II X4 945;4;2413;1235;125;AM3;Desktop
;AMD Phenom II X4 955;4;2537;1296;125;AM3;Desktop
;AMD Phenom II X4 960T;4;2375;1304;95;AM3;Desktop
;AMD Phenom II X4 965;4;2661;1366;125;AM3;Desktop
;AMD Phenom II X4 970;4;2733;1400;125;AM3;Desktop
;AMD Phenom II X4 973;4;2204;1180;NA;Unknown;Desktop
;AMD Phenom II X4 975;4;2610;1344;125;AM3;Desktop
;AMD Phenom II X4 977;4;2377;1368;95;Unknown;Desktop
;AMD Phenom II X4 980;4;2839;1511;125;AM3;Desktop
;AMD Phenom II X4 B05e;4;1906;974;NA;Unknown;Desktop
;AMD Phenom II X4 B15e;4;1825;1069;NA;AM2+/AM3;Desktop
;AMD Phenom II X4 B25;4;2108;1040;NA;AM2+/AM3;Desktop
;AMD Phenom II X4 B35;4;2319;1182;NA;AM2+/AM3;Desktop
;AMD Phenom II X4 B40;4;2238;1231;NA;Unknown;Desktop
